title,year,id_jp,url_allo,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
cry macho,2021,0245e8399a3c3eeb072a190c200f3382,https://www.allocine.fr/film/fichefilm_gen_cfilm=193802.html,clint eastwood,etatsunis,6240,western,18299,126797,102874,5,198141,460,3.1,2.6,"[""Clint Eastwood"", ""Dwight Yoakam"", ""Daniel V. Graulau"", ""Eduardo Minett""]",-1,"[""anglais""]",-1,0
infidele,2002,0406a086cd0b8e995a1a12bdb4ff15de,https://www.allocine.fr/film/fichefilm_gen_cfilm=29166.html,adrian lyne,etatsunis,7500,drame,32039,193712,155051,4,411139,399,2.8,2.6,"[""Diane Lane"", ""Richard Gere"", ""Olivier Martinez"", ""Michelle Monaghan""]",50000000,"[""anglais"", ""francais""]",105375,0
camping,2006,04a77e2a6bc945f97726ace02c2573be,https://www.allocine.fr/film/fichefilm_gen_cfilm=61577.html,fabien onteniente,france,5700,comedie,240517,1879507,1449833,1,5491412,574,2.3,2.1,"[""Gérard Lanvin"", ""Mathilde Seigner"", ""Franck Dubosc"", ""Claude Brasseur""]",14230000,"[""francais""]",112560,5
larme fatale 4,1998,053b5f50ac5ce0ec464fc31ff631efd3,https://www.allocine.fr/film/fichefilm_gen_cfilm=18242.html,richard donner,etatsunis,7200,aventure action,-1,1154667,-1,1,3303483,633,-1,3.6,"[""Danny Glover"", ""Mel Gibson"", ""Joe Pesci"", ""Rene Russo""]",140000000,"[""chinois"", ""anglais"", ""italien""]",95050,0
22 miles,2018,054652a0b34cf0c29b48899051ef247d,https://www.allocine.fr/film/fichefilm_gen_cfilm=235886.html,peter berg,etatsunis,5700,aventure action,22671,119049,99369,8,216100,303,3.1,3.1,"[""Mark Wahlberg"", ""Lauren Cohan"", ""Iko Uwais"", ""Ronda Rousey""]",-1,"[""anglais""]",149337,0
spiderman no way home,2021,057fa27c5936532036cd2e9b479bc2fa,https://www.allocine.fr/film/fichefilm_gen_cfilm=256880.html,jon watts,etatsunis,8880,comicbook,476494,2867515,2094382,1,7319651,882,3.3,3.9,"[""Tom Holland"", ""Zendaya"", ""Benedict Cumberbatch"", ""Jacob Batalon""]",-1,"[""anglais""]",-1,0
a bras ouverts,2017,NULL,NULL,phlippe de chauveron,france,5520,comedie,82843,411403,311255,4,1027319,617,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la famille tenenbaum,2002,NULL,NULL,wes anderson,etatsunis,6480,comedie,14227,148781,-1,10,299613,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mr73,2008,NULL,NULL,olivier marchal,france,7440,thriller,45111,448334,297351,3,909949,478,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lenfant,2005,NULL,NULL,dardenne freres,france,6000,drame,14764,137403,-1,8,376245,214,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la chute de la maison blanche,2013,0706342020420c4b9c39ba099c1b08e5,https://www.allocine.fr/film/fichefilm_gen_cfilm=204923.html,antoine fuqua,etatsunis,7140,thriller,26923,173658,145579,5,334159,180,2.8,3.4,"[""Gerard Butler"", ""Aaron Eckhart"", ""Morgan Freeman"", ""Rick Yune""]",80000000,"[""anglais""]",136165,0
apparences,2000,072834b0b19b17c731b6ef24288be040,https://www.allocine.fr/film/fichefilm_gen_cfilm=23834.html,robert zemeckis,etatsunis,7740,thriller,-1,508911,-1,1,1816041,395,3.1,3,"[""Harrison Ford"", ""Michelle Pfeiffer"", ""Joe Morton"", ""Miranda Otto""]",100000000,"[""anglais""]",100136,0
un homme en colere,2021,07b62d2424d459efa0b2d99002e14574,https://www.allocine.fr/film/fichefilm_gen_cfilm=242600.html,guy ritchie,etatsunis,7080,thriller,19462,149025,117164,3,448116,395,3,3.6,"[""Jason Statham"", ""Holt McCallany"", ""Josh Hartnett"", ""Scott Eastwood""]",-1,"[""anglais""]",153913,0
spider,2002,0811a402e93bee1ea10c05c33a3fa871,https://www.allocine.fr/film/fichefilm_gen_cfilm=29004.html,david cronenberg,canada,5880,thriller,11359,84371,-1,10,168073,172,4.1,2.9,"[""Ralph Fiennes"", ""Bradley Hall"", ""Gabriel Byrne"", ""Miranda Richardson""]",10000000,"[""anglais""]",106710,0
par dela les nuages,1996,NULL,NULL,win wenders,france,6900,drame,-1,94866,-1,7,284076,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la resurrection du christ,2016,09e2d83567a648e09bf19995f69556f8,https://www.allocine.fr/film/fichefilm_gen_cfilm=230703.html,kevin reynolds,etatsunis,6420,aventure action,-1,37717,28344,14,95902,80,2.3,3.3,"[""Joseph Fiennes"", ""Tom Felton"", ""Peter Firth"", ""Cliff Curtis""]",20000000,"[""anglais""]",144137,0
in the mood for love,2000,0acfa21cb1687cec030cc3552b321e9d,https://www.allocine.fr/film/fichefilm_gen_cfilm=26389.html,wong karwai,chine,5880,romance,14823,163137,130317,6,1063246,90,4.6,4.1,"[""Maggie Cheung"", ""Tony Leung Chiu-Wai"", ""Ping Lam Siu"", ""Rebecca Pan""]",-1,"[""cantonais"", ""francais""]",100267,2
the lady,2011,0b45dc7fec6b8743245ad1068ece6eda,https://www.allocine.fr/film/fichefilm_gen_cfilm=188837.html,luc besson,france,7620,drame,36155,223314,178594,6,495943,332,2.4,3.7,"[""Michelle Yeoh"", ""David Thewlis"", ""Benedict Wong"", ""Htun Lin""]",-1,"[""anglais""]",127872,0
ni pour ni contre bien au contraire,2003,0b4d48ecc995d6eca5f9879c39cbbae9,https://www.allocine.fr/film/fichefilm_gen_cfilm=41311.html,cedric klapisch,france,6660,thriller,34394,176480,-1,6,378260,388,3.3,2.8,"[""Marie Gillain"", ""Vincent Elbaz"", ""Simon Abkarian"", ""Zinedine Soualem""]",991000000,"[""anglais"", ""francais""]",-1,0
une vie cachee,2019,0bec78c8827b7336b4682f60cd8c0c1c,https://www.allocine.fr/film/fichefilm_gen_cfilm=248380.html,terrence malick,etatsunis,10380,drame,9473,63422,51464,14,220205,135,3.8,3.9,"[""August Diehl"", ""Valerie Pachner"", ""Maria Simon"", ""Tobias Moretti""]",-1,"[""anglais"", ""allemand""]",151595,1
uturn ici commence lenfer,1997,0c1b24aef8c4a3f2e418985b3c5214e1,https://www.allocine.fr/film/fichefilm_gen_cfilm=28292.html,oliver stone,etatsunis,7440,thriller,-1,120209,-1,6,259737,120,-1,3.4,"[""Sean Penn"", ""Nick Nolte"", ""Jennifer Lopez"", ""Powers Boothe""]",19000000,"[""anglais""]",93346,0
national security,2003,0ce08888683f543a0d8c82480c5fb7a3,https://www.allocine.fr/film/fichefilm_gen_cfilm=34207.html,dennis dugan,etatsunis,5280,comedie,9713,80556,-1,10,160475,224,2.3,2.1,"[""Martin Lawrence"", ""Steve Zahn"", ""Colm Feore"", ""Bill Duke""]",-1,"[""anglais""]",107525,0
wolf,1994,NULL,NULL,mike nichols,etatsunis,8100,fantasy,-1,493160,-1,2,1323148,380,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lecole buissonniere 2017,2017,NULL,NULL,nicolas vanier,france,6960,comedie dramatique,90190,351303,278575,3,1883285,559,NULL,NULL,NULL,NULL,NULL,NULL,NULL
revolver,2005,0e64a7604a1ef17f58f6786afde22a25,https://www.allocine.fr/film/fichefilm_gen_cfilm=53883.html,guy ritchie,grandebretagne,6900,aventure action,18056,117915,100882,5,168824,201,2.1,2.3,"[""Jason Statham"", ""Ray Liotta"", ""André Benjamin"", ""Mark Strong""]",-1,"[""anglais""]",112767,0
carnets de voyage,2004,NULL,NULL,walter salles,argentine,7560,drame,15762,148254,-1,5,765063,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123 soleil,1993,NULL,NULL,bertrand blier,france,6240,drame,-1,112421,-1,4,417948,153,NULL,NULL,NULL,NULL,NULL,NULL,NULL
jack reacher 2,2016,NULL,NULL,edward zwick,etatsunis,7080,thriller,66445,489442,380997,4,926882,480,NULL,NULL,NULL,NULL,NULL,NULL,NULL
six jours sept nuits,1998,0ff2df1f37285c8bc3747f31903a5856,https://www.allocine.fr/film/fichefilm_gen_cfilm=31996.html,ivan reitman,etatsunis,5700,romance,-1,443256,-1,2,1275096,362,-1,2.4,"[""Harrison Ford"", ""Anne Heche"", ""David Schwimmer"", ""Jacqueline Obradors""]",70000000,"[""anglais""]",-1,0
enemy,2014,NULL,NULL,denis villeneuve,canada,5400,thriller,20642,99480,82127,10,203225,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL
insaisissables,2013,10b097e20f1515e30bcf7ce027082043,https://www.allocine.fr/film/fichefilm_gen_cfilm=182605.html,louis leterrier,etatsunis,6960,thriller,221128,961911,733418,1,3005837,503,2.3,3.9,"[""Jesse Eisenberg"", ""Mark Ruffalo"", ""Woody Harrelson"", ""Isla Fisher""]",75000000,"[""anglais""]",137251,0
le collier rouge,2018,NULL,NULL,jean becker,france,4980,drame,21073,143627,98851,9,335613,315,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ce qui nous lie,2017,110843d3d083e2517c8525cd9d3b5546,https://www.allocine.fr/film/fichefilm_gen_cfilm=241997.html,cedric klapisch,france,6780,comedie dramatique,36369,189571,141554,4,717198,520,3.2,3.9,"[""Pio Marmaï"", ""Ana Girardot"", ""François Civil"", ""Jean-Marc Roulot""]",-1,"[""francais""]",142889,0
carol,2015,11bfc42015e3674a9e79e5cac4cb82d8,https://www.allocine.fr/film/fichefilm_gen_cfilm=207734.html,todd haynes,grandebretagne,7080,drame,21679,167192,135024,5,469598,144,4,4,"[""Cate Blanchett"", ""Rooney Mara"", ""Kyle Chandler"", ""Sarah Paulson""]",12000000,"[""anglais""]",143586,3
fusion the core,2003,NULL,NULL,jon amiel,etatsunis,8040,catastrophe,13188,105390,82613,9,186421,243,NULL,NULL,NULL,NULL,NULL,NULL,NULL
greta,2019,NULL,NULL,neil jordan,etatsunis,5880,thriller,12215,77019,-1,7,137278,233,NULL,NULL,NULL,NULL,NULL,NULL,NULL
un voisin trop parfait,2015,1433cac9693a2e423ef626db9bd40d65,https://www.allocine.fr/film/fichefilm_gen_cfilm=223822.html,rob cohen,etatsunis,5460,thriller,3986,31827,-1,17,62515,53,1.5,2,"[""Jennifer Lopez"", ""Ryan Guzman"", ""Ian Nelson"", ""John Corbett""]",-1,"[""anglais""]",142270,0
au revoir lahaut,2017,14afa6543e83d6acebd65bd2b39aa5da,https://www.allocine.fr/film/fichefilm_gen_cfilm=230699.html,albert dupontel,france,7020,comedie dramatique,97302,550185,419699,3,2055669,488,3.9,4.3,"[""Nahuel Perez Biscayart"", ""Albert Dupontel"", ""Laurent Lafitte"", ""Niels Arestrup""]",-1,"[""francais""]",141761,6
chevauchee avec le diable,1999,161094bd0e4d47f4914b2b0735d92967,https://www.allocine.fr/film/fichefilm_gen_cfilm=34557.html,ang lee,etatsunis,8100,western,-1,30740,24850,12,49106,107,3.3,3.2,"[""Skeet Ulrich"", ""Tobey Maguire"", ""Jewel Kilcher"", ""Jeffrey Wright""]",35000000,"[""anglais""]",-1,0
dobermann,1997,NULL,NULL,jan kounen,france,6180,thriller,-1,233192,-1,3,792424,330,NULL,NULL,NULL,NULL,NULL,NULL,NULL
juste ciel,2023,NULL,NULL,laurent tirard,france,5160,comedie,7056,61457,48376,14,135166,279,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le monde de narnia le lion la sorciere blanche et larmoire magique,2005,177bbe8b456152c1605d2a3f8dd00769,https://www.allocine.fr/film/fichefilm_gen_cfilm=47220.html,andrew adamson,etatsunis,7920,fantasy,376589,1813554,1219910,1,5262467,855,3.5,3.2,"[""Georgie Henley"", ""Skandar Keynes"", ""Anna Popplewell"", ""William Moseley""]",160000000,"[""anglais""]",114314,4
aux bons soins du dr kellogg,1994,17f0c6e2e37083b928c4de32eaca1f51,https://www.allocine.fr/film/fichefilm_gen_cfilm=30224.html,alan parker,etatsunis,6900,comedie,-1,78793,-1,6,239915,83,-1,2.4,"[""Anthony Hopkins"", ""Bridget Fonda"", ""Matthew Broderick"", ""John Cusack""]",-1,"[""anglais""]",86650,0
broken flowers,2005,190280726e5bf230dde3c1f8e0562a7e,https://www.allocine.fr/film/fichefilm_gen_cfilm=58211.html,jim jarmusch,etatsunis,6300,comedie,35934,366013,294061,1,1036681,229,4.1,3.3,"[""Bill Murray"", ""Jeffrey Wright"", ""Sharon Stone"", ""Frances Conroy""]",10000000,"[""anglais""]",113516,1
maison de retraite,2022,194abb97b64b0ec5a0ad53bed7ce920f,https://www.allocine.fr/film/fichefilm_gen_cfilm=285300.html,thomas gilou,france,5820,comedie,135018,663787,536968,2,2046074,527,2.3,3.2,"[""Kev Adams"", ""Gérard Depardieu"", ""Daniel Prévost"", ""Mylène Demongeot""]",-1,"[""francais""]",152867,0
lavocat du diable,1993,1a458594b9c2e166579f93bc64749071,https://www.allocine.fr/film/fichefilm_gen_cfilm=8292.html,sidney lumet,etatsunis,6420,thriller,-1,90708,-1,8,278680,160,-1,3.2,"[""Rebecca De Mornay"", ""Don Johnson"", ""Stephen Lang"", ""Jack Warden""]",-1,"[""anglais""]",-1,0
et au milieu coule une riviere,1992,1a5a4d5e76003942b20632f62baf6b96,https://www.allocine.fr/film/fichefilm_gen_cfilm=5362.html,robert redford,etatsunis,7380,comedie dramatique,-1,134041,-1,3,1242365,92,-1,3.9,"[""Craig Sheffer"", ""Brad Pitt"", ""Tom Skerritt"", ""Brenda Blethyn""]",-1,"[""anglais""]",81913,1
juge coupable,1999,1a6172cda4621427e815f6196f15c65f,https://www.allocine.fr/film/fichefilm_gen_cfilm=9449.html,clint eastwood,etatsunis,7560,thriller,-1,307535,-1,1,891155,259,3.9,3.6,"[""Clint Eastwood"", ""Diane Venora"", ""Bernard Hill"", ""Lisa Gay Hamilton""]",55000000,"[""anglais""]",96502,0
kiss kiss bang bang,2005,1afcd9d6cdbd43dbcb4a6515ef1e4d8c,https://www.allocine.fr/film/fichefilm_gen_cfilm=56061.html,shane black,etatsunis,6120,comedie,21692,154354,131120,5,352644,225,3.7,3.8,"[""Robert Downey Jr."", ""Val Kilmer"", ""Michelle Monaghan"", ""Corbin Bernsen""]",15000000,"[""anglais""]",-1,0
les animaux fantastiques,2016,1b464f2b024dd6cd08264621b126635c,https://www.allocine.fr/film/fichefilm_gen_cfilm=223940.html,david yates,etatsunis,7980,fantasy,209447,1420401,1267868,1,4000807,805,3.5,4,"[""Eddie Redmayne"", ""Katherine Waterston"", ""Dan Fogler"", ""Alison Sudol""]",-1,"[""anglais""]",145368,2
central do brasil,1998,1b8df9e4c80275b3191acddcec093600,https://www.allocine.fr/film/fichefilm_gen_cfilm=19250.html,walter salles,bresil,6300,drame,-1,91212,-1,7,583524,80,-1,3.9,"[""Fernanda Montenegro"", ""Vinicius de Oliveira"", ""Marília Pêra"", ""Othon Bastos""]",-1,"[""allemand"", ""portugais""]",90691,3
sweet sixteen,2002,1c765e6df546a84f08364cc5eeaac224,https://www.allocine.fr/film/fichefilm_gen_cfilm=44205.html,ken loach,grandebretagne,6360,drame,9628,85426,-1,8,356280,122,4.5,3.8,"[""Martin Compston"", ""Michelle Coulter"", ""Annmarie Fulton"", ""William Ruane""]",-1,"[""anglais""]",106666,1
les enfants du siecle,1999,1cbcec86438ae5ec1967e02990d8ff7c,https://www.allocine.fr/film/fichefilm_gen_cfilm=20544.html,diane kurys,france,8100,drame,-1,170106,-1,4,539374,387,2.8,3.1,"[""Juliette Binoche"", ""Benoît Magimel"", ""Robin Renucci"", ""Victoire Thivisol""]",-1,"[""francais""]",95141,0
le cur des hommes 2,2007,NULL,NULL,marc esposito,france,6900,comedie,70373,580779,447179,1,1823019,517,NULL,NULL,NULL,NULL,NULL,NULL,NULL
les bronzes 3 amis pour la vie,2006,NULL,NULL,patrice leconte,france,5820,comedie,537882,3906694,3235559,1,10355930,950,NULL,NULL,NULL,NULL,NULL,NULL,NULL
jade,1995,1ef2e27877bce3b2a72e525dc6ef523a,https://www.allocine.fr/film/fichefilm_gen_cfilm=33919.html,william friedkin,etatsunis,5820,thriller,-1,133305,-1,3,236891,175,-1,2.5,"[""David Caruso"", ""Linda Fiorentino"", ""Chazz Palminteri"", ""Richard Crenna""]",50000000,"[""anglais""]",88711,0
une femme de menage,2002,NULL,NULL,claude berri,france,5280,comedie,32786,277359,228967,1,875351,211,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lincroyable destin de harold crick,2006,NULL,NULL,marc foster,etatsunis,6780,comedie,7519,70911,58130,8,128772,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL
sideways,2005,NULL,NULL,alexander payne,etatsunis,7440,comedie,12388,131732,-1,10,439314,135,NULL,NULL,NULL,NULL,NULL,NULL,NULL
sixieme sens,1999,NULL,NULL,m night shyamalan,etatsunis,6420,thriller,192840,1463152,1232668,1,7799130,418,NULL,NULL,NULL,NULL,NULL,NULL,NULL
avatar special edition,2010,NULL,NULL,james cameron,etatsunis,9600,science fiction,14607,53756,44846,13,98102,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
moonfall,2022,2200b674dcf24237f72f3368674c13a0,https://www.allocine.fr/film/fichefilm_gen_cfilm=248437.html,roland emmerich,etatsunis,7200,science fiction,25074,207212,160261,4,342251,615,2.3,2,"[""Halle Berry"", ""Patrick Wilson"", ""John Bradley (II)"", ""Charlie Plummer""]",136000000,"[""anglais""]",-1,0
le pire voisin au monde,2022,NULL,NULL,marc foster,etatsunis,7560,comedie dramatique,6332,67470,54002,11,114597,237,NULL,NULL,NULL,NULL,NULL,NULL,NULL
quai dorsay,2013,NULL,NULL,bertrand tavernier,france,6780,comedie,39344,372944,251613,3,887846,341,NULL,NULL,NULL,NULL,NULL,NULL,NULL
short cuts,1993,2362d4507c341bcdade2b58ad0fcb6a1,https://www.allocine.fr/film/fichefilm_gen_cfilm=9031.html,robert altman,etatsunis,11100,comedie,-1,121785,-1,5,675980,66,-1,3.7,"[""Matthew Modine"", ""Andie MacDowell"", ""Anne Archer"", ""Bruce Davison""]",-1,"[""anglais""]",-1,1
american sniper,2015,23bb909e26db651323645fe129354037,https://www.allocine.fr/film/fichefilm_gen_cfilm=208041.html,clint eastwood,etatsunis,7920,guerre,160462,1083056,858032,1,3102636,411,3.8,4.1,"[""Bradley Cooper"", ""Sienna Miller"", ""Luke Grimes"", ""Jake McDorman""]",-1,"[""anglais""]",141476,1
dirty pretty things loin de chez eux,2003,NULL,NULL,stephen frears,etatsunis,6420,drame,13075,104553,-1,9,284182,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL
conte dautomne,1998,2420706255f384569425a2f9f2f2561d,https://www.allocine.fr/film/fichefilm_gen_cfilm=89343.html,eric rohmer,france,6600,comedie dramatique,-1,106953,-1,6,373316,106,-1,3.3,"[""Béatrice Romand"", ""Marie Rivière"", ""Alain Libolt"", ""Didier Sandre""]",-1,"[""francais""]",-1,0
charlies angels les anges se dechainent,2003,2433e26cee81c6e0897c7aba880613d1,https://www.allocine.fr/film/fichefilm_gen_cfilm=28773.html,mcg,etatsunis,6300,aventure action,147470,666221,541784,1,1607343,706,3.4,2,"[""Cameron Diaz"", ""Drew Barrymore"", ""Lucy Liu"", ""Bernie Mac""]",120000000,"[""anglais"", ""mandarin"", ""espagnol""]",108257,0
sunshine 2007,2007,NULL,NULL,danny boyle,grandebretagne,6420,science fiction,32278,199823,163701,4,366676,339,NULL,NULL,NULL,NULL,NULL,NULL,NULL
la demoiselle dhonneur,2004,24e5364b5068595e3c8a0cb1ebb651b8,https://www.allocine.fr/film/fichefilm_gen_cfilm=53643.html,claude chabrol,france,6600,drame,26684,206729,167957,4,393841,322,3.6,2.1,"[""Benoît Magimel"", ""Laura Smet"", ""Aurore Clément"", ""Bernard Le Coq""]",533000000,"[""francais""]",107930,0
traque,2003,26513810b32512d26a5bf5bce0e6ea2d,https://www.allocine.fr/film/fichefilm_gen_cfilm=34960.html,william friedkin,etatsunis,5700,aventure action,16317,118026,-1,5,214776,234,3.4,2.5,"[""Tommy Lee Jones"", ""Benicio Del Toro"", ""Connie Nielsen"", ""Robert Blanche""]",-1,"[""anglais""]",103561,0
estouest,1999,2656171efad3c6db5155663fbfa8f16d,https://www.allocine.fr/film/fichefilm_gen_cfilm=20350.html,regis wargnier,france,7200,drame,-1,134148,-1,7,565513,258,3.3,3.5,"[""Sandrine Bonnaire"", ""Oleg Menchikov"", ""Catherine Deneuve"", ""Ruben Tapiero""]",-1,"[""francais"", ""russe""]",92496,0
captain america le soldat de lhiver,2014,NULL,NULL,russo brothers,etatsunis,8160,comicbook,110798,769959,657540,1,1922096,664,NULL,NULL,NULL,NULL,NULL,NULL,NULL
jack le tueur de geants,2013,NULL,NULL,bryan singer,etatsunis,6600,fantasy,36137,300004,220000,3,564120,489,NULL,NULL,NULL,NULL,NULL,NULL,NULL
wild wild west,1999,28dbcd38a0322d63958deafa6ac83f39,https://www.allocine.fr/film/fichefilm_gen_cfilm=20290.html,barry sonnenfeld,etatsunis,6240,western,400046,1344413,-1,1,3101250,664,3.4,2.3,"[""Will Smith"", ""Kevin Kline"", ""Kenneth Branagh"", ""Salma Hayek""]",170000000,"[""anglais""]",97550,0
au nom du pere,1993,28fe4111a19d10ff0f6d58cce63b7071,https://www.allocine.fr/film/fichefilm_gen_cfilm=9430.html,jim sheridan,etatsunis,7980,drame,-1,66914,-1,10,333566,87,3.6,4.2,"[""Daniel Day-Lewis"", ""Pete Postlethwaite"", ""Emma Thompson"", ""Beatie Edney""]",13000000,"[""anglais""]",363888,1
la confiance regne,2004,NULL,NULL,etienne chatiliez,france,5880,comedie,48339,303325,270427,3,496248,576,NULL,NULL,NULL,NULL,NULL,NULL,NULL
mercredi folle journee,2001,NULL,NULL,pascal thomas,france,7620,comedie,23214,140216,116500,7,407267,291,NULL,NULL,NULL,NULL,NULL,NULL,NULL
le monde fantastique doz,2013,2c222ce73aeef4ea76d7be2ecf178ad6,https://www.allocine.fr/film/fichefilm_gen_cfilm=180655.html,sam raimi,etatsunis,7620,fantasy,123741,788437,632716,1,1592538,620,3.5,3.2,"[""James Franco"", ""Mila Kunis"", ""Rachel Weisz"", ""Michelle Williams""]",215000000,"[""anglais""]",135964,0
la chtite famille,2018,2c6672c20bf6e367f60115b72d5d9797,https://www.allocine.fr/film/fichefilm_gen_cfilm=235236.html,dany boon,france,6420,comedie,451530,2429906,2015704,1,5626049,843,2.9,2.7,"[""Dany Boon"", ""Laurence Arné"", ""François Berléand"", ""Guy Lecluyse""]",-1,"[""francais""]",147049,0
dune deuxieme partie,2024,2cf2155a820767866fcf2e9fd8e845b4,https://www.allocine.fr/film/fichefilm_gen_cfilm=278742.html,denis villeneuve,etatsunis,9960,science fiction,260811,1383999,1126873,1,3416699,994,4.2,4.5,"[""Timothée Chalamet"", ""Zendaya"", ""Rebecca Ferguson"", ""Josh Brolin""]",-1,"[""anglais""]",161284,0
cest beau la vie quand on y pense,2017,2d0af8c648c4fb9eae2dcfa691d9490b,https://www.allocine.fr/film/fichefilm_gen_cfilm=249860.html,gerard jugnot,france,5700,comedie dramatique,25088,140490,99316,9,284101,362,2.2,2.7,"[""Gérard Jugnot"", ""François Deblock"", ""Isabelle Mergault"", ""Gaia Weiss""]",-1,"[""francais""]",145436,0
les pierrafeu a rock vegas,2000,2d0ddafa0dfb738d611db333a0918c06,https://www.allocine.fr/film/fichefilm_gen_cfilm=25128.html,brian levant,etatsunis,5400,film familial,-1,56473,-1,11,93722,205,2.3,1.7,"[""Mark Addy"", ""Stephen Baldwin"", ""Kristen Johnston"", ""Jane Krakowski""]",-1,"[""anglais""]",100030,0
laissezpasser,2002,2d7c4ec79cf86c5979d29b4e0804536e,https://www.allocine.fr/film/fichefilm_gen_cfilm=29064.html,bertrand tavernier,france,9900,drame,11894,130630,-1,8,367700,240,4,3.6,"[""Jacques Gamblin"", ""Denis Podalydès"", ""Christian Berkel"", ""Charlotte Kady""]",-1,"[""francais""]",100889,2
entre amis,2015,2d9c359a16fe6fb80f4c73450b59b268,https://www.allocine.fr/film/fichefilm_gen_cfilm=228540.html,olivier baroux,france,5400,comedie,34182,301214,226735,4,703053,365,2.2,1.9,"[""Daniel Auteuil"", ""Gérard Jugnot"", ""François Berléand"", ""Mélanie Doutey""]",-1,"[""francais""]",139681,0
